REF_AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,TIME_PERIOD,OBS_VALUE
Gabon,Total,60 years old and over,Total,2017,38.72624588012695
Gabon,Total,30 to 59 years old,Total,2017,69.80541229248047
Gabon,Total,All age ranges or no breakdown by age,Urban area,2017,60.00776290893555
Gabon,Total,15 to 24 years old,Total,2017,83.34373474121094
Gabon,Total,25 years old and over,Total,2017,68.46426391601562
Georgia,Total,15 to 29 years old,Total,2018,99.40216064453124
Georgia,Total,15 to 24 years old,Total,2018,99.55241394042967
Georgia,Total,15 to 24 years old,Total,2021,99.64813232421876
Georgia,Total,60 years old and over,Total,2021,99.46434783935548
Georgia,Total,All age ranges or no breakdown by age,Rural area,2021,99.31266021728516
Georgia,Total,25 years old and over,Total,2018,99.24827575683594
Georgia,Total,15 to 29 years old,Total,2021,99.70458984375
Georgia,Male,All age ranges or no breakdown by age,Total,2021,99.6695556640625
Georgia,Total,All age ranges or no breakdown by age,Total,2021,99.6149673461914
Georgia,Female,All age ranges or no breakdown by age,Total,2021,99.56770324707033
Georgia,Total,All age ranges or no breakdown by age,Urban area,2018,99.56990051269533
Georgia,Total,All age ranges or no breakdown by age,Urban area,2021,99.81529998779295
Georgia,Total,25 years old and over,Total,2021,99.6102066040039
Georgia,Total,30 to 59 years old,Total,2018,99.4990005493164
Georgia,Total,30 to 59 years old,Total,2021,99.67469787597656
Georgia,Total,60 years old and over,Total,2018,98.82443237304688
Georgia,Total,All age ranges or no breakdown by age,Total,2018,99.2900390625
Georgia,Total,All age ranges or no breakdown by age,Rural area,2018,98.89290618896484
Georgia,Male,All age ranges or no breakdown by age,Total,2018,99.3914031982422
Georgia,Female,All age ranges or no breakdown by age,Total,2018,99.20372009277344
Ghana,Male,All age ranges or no breakdown by age,Total,2016,48.017913818359375
Ghana,Total,All age ranges or no breakdown by age,Urban area,2016,54.276554107666016
Ghana,Female,All age ranges or no breakdown by age,Total,2016,41.745338439941406
Ghana,Total,All age ranges or no breakdown by age,Total,2016,44.78585815429688
Ghana,Total,All age ranges or no breakdown by age,Rural area,2016,35.07410430908203
Ghana,Total,15 to 29 years old,Total,2016,78.91802215576172
Ghana,Total,15 to 24 years old,Total,2016,80.54087829589844
Ghana,Total,30 to 59 years old,Total,2016,63.74526596069336
Ghana,Total,25 years old and over,Total,2016,61.76368713378906
Ghana,Total,60 years old and over,Total,2016,40.967864990234375
Guinea,Total,30 to 59 years old,Total,2018,18.069488525390625
Guinea,Female,All age ranges or no breakdown by age,Total,2018,11.16141414642334
Guinea,Male,All age ranges or no breakdown by age,Total,2018,19.776824951171875
Guinea,Total,15 to 24 years old,Total,2018,35.58116149902344
Guinea,Total,All age ranges or no breakdown by age,Rural area,2018,6.272511959075928
Guinea,Total,60 years old and over,Total,2018,9.294394493103027
Guinea,Total,All age ranges or no breakdown by age,Total,2018,15.220657348632812
Guinea,Total,All age ranges or no breakdown by age,Urban area,2018,31.334766387939453
Guinea,Total,25 years old and over,Total,2018,18.552227020263672
Guinea,Total,15 to 29 years old,Total,2018,32.84114456176758
Guinea-Bissau,Total,60 years old and over,Total,2018,6.314760208129883
Guinea-Bissau,Total,All age ranges or no breakdown by age,Urban area,2018,38.32535171508789
Guinea-Bissau,Male,All age ranges or no breakdown by age,Total,2018,26.37330818176269
Guinea-Bissau,Female,All age ranges or no breakdown by age,Total,2018,17.707199096679688
Guinea-Bissau,Total,All age ranges or no breakdown by age,Rural area,2018,9.07744026184082
Guinea-Bissau,Total,30 to 59 years old,Total,2018,28.182109832763672
Guinea-Bissau,Total,All age ranges or no breakdown by age,Total,2018,21.82310676574707
Guinea-Bissau,Total,15 to 24 years old,Total,2018,44.78404998779297
Guinea-Bissau,Total,25 years old and over,Total,2018,29.37081718444824
Guinea-Bissau,Total,15 to 29 years old,Total,2018,44.95700454711914
Indonesia,Female,All age ranges or no breakdown by age,Total,2018,67.858154296875
Indonesia,Male,All age ranges or no breakdown by age,Total,2018,71.48734283447266
Indonesia,Total,All age ranges or no breakdown by age,Rural area,2018,64.05648040771484
Indonesia,Total,All age ranges or no breakdown by age,Rural area,2022,83.97042083740234
Indonesia,Female,All age ranges or no breakdown by age,Total,2022,86.18909454345703
Indonesia,Total,All age ranges or no breakdown by age,Urban area,2022,90.3507080078125
Indonesia,Total,15 to 29 years old,Total,2018,94.67298126220705
Indonesia,Total,60 years old and over,Total,2022,58.96051025390625
Indonesia,Total,25 years old and over,Total,2022,84.04269409179688
Indonesia,Total,All age ranges or no breakdown by age,Total,2018,69.6783218383789
Indonesia,Total,25 years old and over,Total,2018,78.54732513427734
Indonesia,Total,30 to 59 years old,Total,2018,82.43475341796875
Indonesia,Total,All age ranges or no breakdown by age,Urban area,2018,74.31838989257812
Indonesia,Total,60 years old and over,Total,2018,48.211158752441406
Indonesia,Total,All age ranges or no breakdown by age,Total,2022,87.64140319824219
Indonesia,Total,15 to 24 years old,Total,2018,94.7499542236328
Indonesia,Male,All age ranges or no breakdown by age,Total,2022,89.07133483886719
Indonesia,Total,15 to 24 years old,Total,2022,97.918212890625
Indonesia,Total,15 to 29 years old,Total,2022,97.2149887084961
Indonesia,Total,30 to 59 years old,Total,2022,88.17707824707031
Kazakhstan,Total,15 to 24 years old,Total,2018,83.95059204101562
Kazakhstan,Male,All age ranges or no breakdown by age,Total,2018,69.56723022460938
Kazakhstan,Total,30 to 59 years old,Total,2018,99.84993743896484
Kazakhstan,Total,60 years old and over,Total,2018,98.73165130615234
Kazakhstan,Total,25 years old and over,Total,2018,99.60162353515624
Kazakhstan,Total,All age ranges or no breakdown by age,Urban area,2018,73.85810852050781
Kazakhstan,Total,15 to 29 years old,Total,2018,89.8238754272461
Kazakhstan,Total,All age ranges or no breakdown by age,Total,2018,72.26268005371094
Kazakhstan,Total,All age ranges or no breakdown by age,Rural area,2018,70.11186218261719
Kazakhstan,Female,All age ranges or no breakdown by age,Total,2018,74.53960418701172
Kenya,Total,All age ranges or no breakdown by age,Total,2015,41.82147216796875
Kenya,Total,All age ranges or no breakdown by age,Rural area,2015,33.04901885986328
Kenya,Male,All age ranges or no breakdown by age,Total,2015,43.78898620605469
Kenya,Total,15 to 29 years old,Total,2015,72.41557312011719
Kenya,Total,60 years old and over,Total,2015,19.007211685180664
Kenya,Total,15 to 24 years old,Total,2015,70.84912109375
Kenya,Total,25 years old and over,Total,2015,57.85891342163086
Kenya,Total,30 to 59 years old,Total,2015,60.51090240478516
Kenya,Female,All age ranges or no breakdown by age,Total,2015,39.91281127929688
Kenya,Total,All age ranges or no breakdown by age,Urban area,2015,57.37789916992188
Kosovo,Female,All age ranges or no breakdown by age,Total,2017,96.39078521728516
Kosovo,Total,25 years old and over,Total,2017,97.9592056274414
Kosovo,Total,15 to 24 years old,Total,2017,99.55338287353516
Kosovo,Total,All age ranges or no breakdown by age,Total,2017,97.2996826171875
Kosovo,Male,All age ranges or no breakdown by age,Total,2017,98.19419860839844
Kosovo,Total,60 years old and over,Total,2017,94.23582458496094
Kosovo,Total,30 to 59 years old,Total,2017,99.04642486572266
Kosovo,Total,All age ranges or no breakdown by age,Urban area,2017,97.51285552978516
Kosovo,Total,All age ranges or no breakdown by age,Rural area,2017,97.15850830078124
Kosovo,Total,15 to 29 years old,Total,2017,99.43573760986328
Kyrgyz Republic,Total,All age ranges or no breakdown by age,Rural area,2020,98.99186706542967
Kyrgyz Republic,Total,15 to 29 years old,Total,2018,99.48802947998048
Kyrgyz Republic,Total,60 years old and over,Total,2020,97.3952865600586
Kyrgyz Republic,Female,All age ranges or no breakdown by age,Total,2018,86.38298797607422
Kyrgyz Republic,Total,15 to 24 years old,Total,2020,99.7638931274414
Kyrgyz Republic,Total,All age ranges or no breakdown by age,Urban area,2020,98.94213104248048
Kyrgyz Republic,Total,25 years old and over,Total,2020,99.1765365600586
Kyrgyz Republic,Total,15 to 24 years old,Total,2018,99.71163177490234
Kyrgyz Republic,Total,30 to 59 years old,Total,2018,99.79383850097656
Kyrgyz Republic,Total,All age ranges or no breakdown by age,Rural area,2018,84.95526885986328
Kyrgyz Republic,Total,All age ranges or no breakdown by age,Urban area,2018,85.89390563964844
Kyrgyz Republic,Total,60 years old and over,Total,2018,96.97966003417967
Kyrgyz Republic,Total,15 to 29 years old,Total,2020,99.59744262695312
Kyrgyz Republic,Total,All age ranges or no breakdown by age,Total,2020,98.97361755371094
Kyrgyz Republic,Total,30 to 59 years old,Total,2020,99.74551391601562
Kyrgyz Republic,Male,All age ranges or no breakdown by age,Total,2018,84.05300903320312
Kyrgyz Republic,Total,25 years old and over,Total,2018,99.15007781982422
Kyrgyz Republic,Female,All age ranges or no breakdown by age,Total,2020,98.94044494628906
Kyrgyz Republic,Male,All age ranges or no breakdown by age,Total,2020,99.0112075805664
Kyrgyz Republic,Total,All age ranges or no breakdown by age,Total,2018,85.2942886352539
Lao PDR,Male,All age ranges or no breakdown by age,Total,2018,63.893348693847656
Lao PDR,Total,60 years old and over,Total,2018,32.359256744384766
Lao PDR,Total,All age ranges or no breakdown by age,Rural area,2018,51.47884368896485
Lao PDR,Total,All age ranges or no breakdown by age,Urban area,2018,73.00934600830078
Lao PDR,Total,30 to 59 years old,Total,2018,61.302513122558594
Lao PDR,Total,15 to 29 years old,Total,2018,82.30175018310547
Lao PDR,Total,15 to 24 years old,Total,2018,85.2004165649414
Lao PDR,Female,All age ranges or no breakdown by age,Total,2018,54.01567840576172
Lao PDR,Total,25 years old and over,Total,2018,59.18446350097656
Lao PDR,Total,All age ranges or no breakdown by age,Total,2018,58.86753082275391
Lesotho,Female,All age ranges or no breakdown by age,Total,2017,54.56415939331055
Lesotho,Total,All age ranges or no breakdown by age,Rural area,2017,42.55270385742188
Lesotho,Total,25 years old and over,Total,2017,61.794193267822266
Lesotho,Total,15 to 29 years old,Total,2017,74.6090087890625
Lesotho,Male,All age ranges or no breakdown by age,Total,2017,44.26586151123047
Lesotho,Total,30 to 59 years old,Total,2017,67.19242095947266
Lesotho,Total,15 to 24 years old,Total,2017,74.03324127197266
Lesotho,Total,All age ranges or no breakdown by age,Total,2017,49.76873016357422
Lesotho,Total,All age ranges or no breakdown by age,Urban area,2017,62.355567932128906
Lesotho,Total,60 years old and over,Total,2017,28.159687042236328
Liberia,Total,60 years old and over,Total,2016,20.55772018432617
Liberia,Total,15 to 24 years old,Total,2016,56.88584518432617
Liberia,Total,All age ranges or no breakdown by age,Rural area,2016,19.064115524291992
Liberia,Total,25 years old and over,Total,2016,46.17583847045898
Liberia,Total,15 to 29 years old,Total,2016,57.93717956542969
Liberia,Total,All age ranges or no breakdown by age,Urban area,2016,45.59545516967773
Liberia,Total,30 to 59 years old,Total,2016,46.36681365966797
Liberia,Male,All age ranges or no breakdown by age,Total,2016,39.99911117553711
Liberia,Female,All age ranges or no breakdown by age,Total,2016,27.61076164245605
Liberia,Total,All age ranges or no breakdown by age,Total,2016,33.620391845703125
Malawi,Female,All age ranges or no breakdown by age,Total,2019,19.43993377685547
Malawi,Female,All age ranges or no breakdown by age,Total,2016,15.17523193359375
Malawi,Total,All age ranges or no breakdown by age,Urban area,2019,44.53464126586914
Malawi,Total,15 to 29 years old,Total,2016,33.98871994018555
Malawi,Total,15 to 29 years old,Total,2019,35.30520248413086
Malawi,Total,15 to 24 years old,Total,2019,33.08412551879883
Malawi,Total,30 to 59 years old,Total,2019,33.347312927246094
Malawi,Total,All age ranges or no breakdown by age,Total,2019,21.871871948242188
Malawi,Total,All age ranges or no breakdown by age,Rural area,2019,17.33469581604004
Malawi,Male,All age ranges or no breakdown by age,Total,2016,21.23105812072754
Malawi,Total,30 to 59 years old,Total,2016,26.034671783447266
Malawi,Total,All age ranges or no breakdown by age,Urban area,2016,38.61009979248047
Malawi,Total,All age ranges or no breakdown by age,Rural area,2016,13.410158157348633
Malawi,Total,60 years old and over,Total,2016,10.053848266601562
Malawi,Total,All age ranges or no breakdown by age,Total,2016,18.059106826782227
Malawi,Total,60 years old and over,Total,2019,21.910320281982425
Malawi,Total,25 years old and over,Total,2019,33.952938079833984
Malawi,Male,All age ranges or no breakdown by age,Total,2019,24.39154624938965
Malawi,Total,25 years old and over,Total,2016,25.50179672241211
Malawi,Total,15 to 24 years old,Total,2016,32.525882720947266
Maldives,Total,15 to 24 years old,Total,2019,3.1186516284942627
Maldives,Total,15 to 24 years old,Total,2016,98.97345733642578
Maldives,Male,All age ranges or no breakdown by age,Total,2016,78.94538116455078
Maldives,Total,25 years old and over,Total,2016,89.788330078125
Maldives,Total,All age ranges or no breakdown by age,Urban area,2016,83.89793395996094
Maldives,Female,All age ranges or no breakdown by age,Total,2019,21.8625431060791
Maldives,Female,All age ranges or no breakdown by age,Total,2016,80.00798034667969
Maldives,Total,30 to 59 years old,Total,2016,90.55736541748048
Maldives,Total,All age ranges or no breakdown by age,Total,2019,20.75239372253418
Maldives,Total,All age ranges or no breakdown by age,Urban area,2019,14.377614974975586
Maldives,Male,All age ranges or no breakdown by age,Total,2019,19.537782669067383
Maldives,Total,All age ranges or no breakdown by age,Rural area,2019,26.606136322021484
Maldives,Total,60 years old and over,Total,2019,67.80818939208984
Maldives,Total,15 to 29 years old,Total,2016,98.87133026123048
Maldives,Total,All age ranges or no breakdown by age,Rural area,2016,75.92634582519531
Maldives,Total,15 to 29 years old,Total,2019,4.142347812652588
Maldives,Total,60 years old and over,Total,2016,66.927978515625
Maldives,Total,30 to 59 years old,Total,2019,35.5590934753418
Maldives,Total,25 years old and over,Total,2019,35.74788284301758
Maldives,Total,All age ranges or no breakdown by age,Total,2016,79.50513458251953
Mali,Total,30 to 59 years old,Total,2018,13.610139846801758
Mali,Total,All age ranges or no breakdown by age,Urban area,2018,30.03532600402832
Mali,Total,15 to 24 years old,Total,2018,34.9229621887207
Mali,Total,15 to 29 years old,Total,2018,32.09504699707031
Mali,Total,60 years old and over,Total,2018,8.859668731689453
Mali,Total,All age ranges or no breakdown by age,Rural area,2018,7.226801872253418
Mali,Total,All age ranges or no breakdown by age,Total,2018,13.536788940429688
Mali,Female,All age ranges or no breakdown by age,Total,2018,11.626788139343262
Mali,Total,25 years old and over,Total,2018,14.765339851379396
Mali,Male,All age ranges or no breakdown by age,Total,2018,15.558666229248049
Marshall Islands,Total,15 to 29 years old,Total,2019,94.02513122558594
Marshall Islands,Total,All age ranges or no breakdown by age,Urban area,2019,78.5794906616211
Marshall Islands,Total,60 years old and over,Total,2019,91.44905853271484
Marshall Islands,Total,15 to 24 years old,Total,2019,92.48848724365234
Marshall Islands,Total,30 to 59 years old,Total,2019,94.19437408447266
Marshall Islands,Total,All age ranges or no breakdown by age,Rural area,2019,69.13114929199219
Marshall Islands,Total,25 years old and over,Total,2019,94.11288452148438
Marshall Islands,Total,All age ranges or no breakdown by age,Total,2019,76.21310424804688
Mauritius,Total,25 years old and over,Total,2017,71.6132583618164
Mauritius,Total,30 to 59 years old,Total,2017,76.47978973388672
Mauritius,Total,60 years old and over,Total,2017,52.20001220703125
Mauritius,Female,All age ranges or no breakdown by age,Total,2017,67.51807403564453
Mauritius,Total,All age ranges or no breakdown by age,Urban area,2017,69.51521301269531
Mauritius,Total,All age ranges or no breakdown by age,Total,2017,69.51521301269531
Mauritius,Male,All age ranges or no breakdown by age,Total,2017,71.60661315917969
Mauritius,Total,15 to 29 years old,Total,2017,94.8919677734375
Mauritius,Total,15 to 24 years old,Total,2017,96.55558013916016
Mexico,Total,All age ranges or no breakdown by age,Urban area,2018,75.20073699951172
Mexico,Total,60 years old and over,Total,2020,57.61495971679688
Mexico,Female,All age ranges or no breakdown by age,Total,2020,73.27584838867188
Mexico,Total,All age ranges or no breakdown by age,Rural area,2020,61.5435676574707
Mexico,Female,All age ranges or no breakdown by age,Total,2018,71.43061065673828
Mexico,Total,All age ranges or no breakdown by age,Rural area,2018,59.03525924682617
Mexico,Male,All age ranges or no breakdown by age,Total,2018,71.19145965576172
Mexico,Total,All age ranges or no breakdown by age,Total,2018,71.31468963623047
Mexico,Total,15 to 29 years old,Total,2018,96.68246459960938
Mexico,Total,All age ranges or no breakdown by age,Urban area,2020,76.88068389892578
Mexico,Total,15 to 29 years old,Total,2020,97.33094787597656
Mexico,Total,30 to 59 years old,Total,2018,86.81620788574219
Mexico,Total,15 to 24 years old,Total,2020,97.80026245117188
Mexico,Total,All age ranges or no breakdown by age,Total,2020,73.41960906982422
Mexico,Total,25 years old and over,Total,2018,80.74467468261719
Mexico,Total,30 to 59 years old,Total,2020,88.32630157470703
Mexico,Male,All age ranges or no breakdown by age,Total,2020,73.57369995117188
Mexico,Total,60 years old and over,Total,2018,52.58243179321289
Mexico,Total,25 years old and over,Total,2020,82.28475189208984
Mexico,Total,15 to 24 years old,Total,2018,97.10411071777344
Moldova,Total,All age ranges or no breakdown by age,Total,2021,86.464111328125
Moldova,Female,All age ranges or no breakdown by age,Total,2018,88.65689086914062
Moldova,Total,30 to 59 years old,Total,2021,99.71680450439452
Moldova,Total,All age ranges or no breakdown by age,Total,2018,86.94914245605469
Moldova,Total,60 years old and over,Total,2018,99.48226165771484
Moldova,Male,All age ranges or no breakdown by age,Total,2018,84.88190460205078
Moldova,Total,15 to 24 years old,Total,2021,99.76577758789062
Moldova,Total,All age ranges or no breakdown by age,Rural area,2018,87.33747863769531
Moldova,Total,All age ranges or no breakdown by age,Urban area,2018,86.44981384277344
Moldova,Total,60 years old and over,Total,2021,99.5335693359375
Moldova,Total,30 to 59 years old,Total,2018,99.6045913696289
Moldova,Female,All age ranges or no breakdown by age,Total,2021,87.41265869140625
Moldova,Total,15 to 24 years old,Total,2018,99.38202667236328
Moldova,Male,All age ranges or no breakdown by age,Total,2021,85.3379135131836
Moldova,Total,All age ranges or no breakdown by age,Urban area,2021,84.29550170898438
Moldova,Total,25 years old and over,Total,2018,99.5573501586914
Moldova,Total,15 to 29 years old,Total,2021,99.61222839355467
Moldova,Total,25 years old and over,Total,2021,99.62853240966795
Moldova,Total,All age ranges or no breakdown by age,Rural area,2021,87.88960266113281
Moldova,Total,15 to 29 years old,Total,2018,99.4704818725586
Mongolia,Total,All age ranges or no breakdown by age,Urban area,2018,74.61263275146484
Mongolia,Total,15 to 29 years old,Total,2018,93.7929916381836
Mongolia,Total,60 years old and over,Total,2018,82.24175262451172
Mongolia,Male,All age ranges or no breakdown by age,Total,2018,68.28590393066406
Mongolia,Female,All age ranges or no breakdown by age,Total,2018,72.71013641357422
Mongolia,Total,15 to 24 years old,Total,2018,93.83065032958984
Mongolia,Total,25 years old and over,Total,2018,89.79578399658203
Mongolia,Total,30 to 59 years old,Total,2018,90.58126068115234
Mongolia,Total,All age ranges or no breakdown by age,Rural area,2018,65.5140151977539
Mongolia,Total,All age ranges or no breakdown by age,Total,2018,70.56549835205078
Myanmar,Total,All age ranges or no breakdown by age,Urban area,2017,63.31807327270508
Myanmar,Total,All age ranges or no breakdown by age,Total,2017,43.2781982421875
Myanmar,Female,All age ranges or no breakdown by age,Total,2017,40.157958984375
Myanmar,Total,25 years old and over,Total,2017,41.51966094970703
Myanmar,Total,All age ranges or no breakdown by age,Rural area,2017,34.872398376464844
Myanmar,Total,30 to 59 years old,Total,2017,40.656009674072266
Myanmar,Total,60 years old and over,Total,2017,30.25135040283203
Myanmar,Total,15 to 29 years old,Total,2017,69.22128295898438
Myanmar,Male,All age ranges or no breakdown by age,Total,2017,46.94789505004883
Myanmar,Total,15 to 24 years old,Total,2017,73.43241882324219
Namibia,Total,All age ranges or no breakdown by age,Total,2015,56.66543197631836
Namibia,Female,All age ranges or no breakdown by age,Total,2015,59.06806564331055
Namibia,Total,25 years old and over,Total,2015,67.54463195800781
Namibia,Total,All age ranges or no breakdown by age,Urban area,2015,71.37887573242188
Namibia,Total,All age ranges or no breakdown by age,Rural area,2015,43.17473220825195
Namibia,Total,60 years old and over,Total,2015,28.968509674072266
Namibia,Total,15 to 29 years old,Total,2015,80.95997619628906
Namibia,Total,15 to 24 years old,Total,2015,79.64786529541016
Namibia,Male,All age ranges or no breakdown by age,Total,2015,54.08338928222656
Namibia,Total,30 to 59 years old,Total,2015,70.80941772460938
Niger,Female,All age ranges or no breakdown by age,Total,2018,7.089534282684326
Niger,Total,All age ranges or no breakdown by age,Rural area,2018,4.814842700958252
Niger,Total,60 years old and over,Total,2018,4.559696674346924
Niger,Total,15 to 24 years old,Total,2018,28.243547439575195
Niger,Total,30 to 59 years old,Total,2018,11.39468479156494
Niger,Total,25 years old and over,Total,2018,11.219837188720703
Niger,Total,All age ranges or no breakdown by age,Total,2018,8.248181343078613
Niger,Total,15 to 29 years old,Total,2018,24.82083320617676
Niger,Male,All age ranges or no breakdown by age,Total,2018,9.52705192565918
Niger,Total,All age ranges or no breakdown by age,Urban area,2018,24.558874130249023
Nigeria,Total,60 years old and over,Total,2018,37.665016174316406
Nigeria,Total,All age ranges or no breakdown by age,Urban area,2018,63.79846954345703
Nigeria,Total,30 to 59 years old,Total,2018,68.06814575195312
Nigeria,Total,All age ranges or no breakdown by age,Rural area,2018,40.07416915893555
Nigeria,Female,All age ranges or no breakdown by age,Total,2018,44.8590087890625
Nigeria,Total,15 to 24 years old,Total,2018,80.49415588378906
Nigeria,Total,All age ranges or no breakdown by age,Total,2018,48.52133941650391
Nigeria,Total,25 years old and over,Total,2018,64.00540924072266
Nigeria,Total,15 to 29 years old,Total,2018,79.25029754638672
Nigeria,Male,All age ranges or no breakdown by age,Total,2018,52.3153190612793
Pakistan,Total,60 years old and over,Total,2018,18.36737632751465
Pakistan,Female,All age ranges or no breakdown by age,Total,2018,21.61398124694824
Pakistan,Total,25 years old and over,Total,2018,34.127471923828125
Pakistan,Total,All age ranges or no breakdown by age,Rural area,2018,19.497299194335938
Pakistan,Total,All age ranges or no breakdown by age,Total,2018,26.79931831359864
Pakistan,Total,15 to 24 years old,Total,2018,51.24195098876953
Pakistan,Total,30 to 59 years old,Total,2018,34.349609375
Pakistan,Total,15 to 29 years old,Total,2018,50.04933547973633
Pakistan,Total,All age ranges or no breakdown by age,Urban area,2018,39.38983917236328
Pakistan,Male,All age ranges or no breakdown by age,Total,2018,32.07946014404297
Panama,Total,All age ranges or no breakdown by age,Total,2018,74.58330535888672
Panama,Female,All age ranges or no breakdown by age,Total,2018,75.01614379882812
Panama,Total,15 to 24 years old,Total,2021,98.08274841308594
Panama,Total,All age ranges or no breakdown by age,Rural area,2021,62.39379501342773
Panama,Total,30 to 59 years old,Total,2018,91.14967346191406
Panama,Total,25 years old and over,Total,2021,88.77527618408203
Panama,Male,All age ranges or no breakdown by age,Total,2021,74.81941986083984
Panama,Total,All age ranges or no breakdown by age,Urban area,2021,81.37224578857422
Panama,Total,All age ranges or no breakdown by age,Urban area,2018,80.80003356933594
Panama,Total,All age ranges or no breakdown by age,Rural area,2018,60.53422164916992
Panama,Male,All age ranges or no breakdown by age,Total,2018,74.1339111328125
Panama,Total,60 years old and over,Total,2018,73.67325592041016
Panama,Total,15 to 29 years old,Total,2018,96.93085479736328
Panama,Total,25 years old and over,Total,2018,87.20780181884766
Panama,Total,60 years old and over,Total,2021,77.75528717041016
Panama,Total,15 to 24 years old,Total,2018,97.10629272460938
Panama,Total,30 to 59 years old,Total,2021,92.5449447631836
Panama,Total,15 to 29 years old,Total,2021,97.79786682128906
Panama,Female,All age ranges or no breakdown by age,Total,2021,76.67350006103516
Panama,Total,All age ranges or no breakdown by age,Total,2021,75.76105499267578
Paraguay,Male,All age ranges or no breakdown by age,Total,2021,63.289833068847656
